ID_Cliente;Idade;Sexo;Nacionalidade;Estado_Origem;Viaja_Com;Renda_Presumida;Fidelidade
14906;76;F;PT;DF;Casal;11.58;Bronze
14907;71;M;BR;MA;Casal;16.34;Bronze
14908;75;F;BR;SE;Sozinho;15.58;Prata
14909;40;M;PE;CE;Sozinho;10.19;Bronze
14910;36;M;BR;MT;Casal;36.57;Bronze
14911;46;M;BR;TO;Familia;23.3;Bronze
14912;64;M;BR;PE;Casal;27.06;Bronze
14913;78;F;BR;RR;Familia;38.97;Ouro
14914;36;F;BR;AL;Casal;30.98;Prata
14915;21;F;BR;SE;Familia;6.38;Bronze
14916;37;F;BR;RR;Amigos;14.64;Ouro
14917;53;M;BR;AP;Casal;11.19;Bronze
14918;43;M;BR;RN;Amigos;18.87;Bronze
14919;69;M;BR;PB;Casal;17.24;Prata
14920;71;F;CL;PB;Casal;15.6;Bronze
14921;26;F;CO;PA;Familia;17.61;Ouro
14922;36;F;BR;ES;Casal;27.07;Bronze
14923;30;F;BR;AC;Familia;23.48;Bronze
14924;69;F;BR;AC;Casal;39.44;Bronze
14925;27;F;US;MS;Casal;22.18;Bronze
14926;44;M;BR;CE;Familia;16.67;Prata
14927;38;M;BR;PI;Casal;23.96;Prata
14928;78;M;BR;SC;Casal;26.64;Ouro
14929;51;M;BR;ES;Sozinho;9.48;Bronze
14930;35;F;BR;TO;Amigos;25.52;Bronze
14931;66;M;CL;AP;Familia;19.26;Ouro
14932;71;F;BR;AM;Casal;7.37;Bronze
14933;29;F;BR;DF;Familia;10.08;Bronze
14934;70;M;PT;MT;Sozinho;32.4;Bronze
14935;42;M;BR;AC;Casal;8.9;Bronze
14936;23;M;CO;PR;Casal;35.35;Ouro
14937;51;M;BR;TO;Sozinho;14.88;Bronze
14938;49;M;BR;MG;Familia;32.33;Bronze
14939;52;F;CO;RJ;Amigos;18.17;Bronze
14940;60;M;CO;MT;Casal;7.78;Prata
14941;43;F;BR;RJ;Casal;21.25;Bronze
14942;45;M;BR;ES;Amigos;33.01;Bronze
14943;63;M;BR;GO;Sozinho;15.0;Bronze
14944;60;F;AR;BA;Sozinho;23.87;Bronze
14945;41;F;BR;SP;Casal;35.52;Prata
14946;70;M;BR;AP;Sozinho;26.31;Bronze
14947;52;F;BR;GO;Familia;29.19;Ouro
14948;58;F;BR;RN;Sozinho;18.8;Bronze
14949;67;F;BR;AC;Casal;12.75;Prata
14950;44;M;BR;DF;Sozinho;11.43;Prata
14951;60;M;BR;RR;Casal;14.99;Ouro
14952;39;F;BR;MG;Familia;19.76;Bronze
14953;40;M;AR;RJ;Amigos;40.55;Bronze
14954;32;F;BR;AL;Casal;12.2;Bronze
14955;44;M;BR;MT;Amigos;33.36;Prata
14956;58;F;BR;PI;Familia;11.19;Prata
14957;79;F;BR;CE;Sozinho;15.15;Bronze
14958;77;M;BR;MT;Casal;20.15;Prata
14959;33;M;BR;ES;Familia;57.02;Ouro
14960;39;M;AR;GO;Casal;25.21;Bronze
14961;32;M;BR;SE;Sozinho;19.58;Prata
14962;41;M;CL;BA;Casal;57.19;Bronze
14963;19;F;BR;RR;Familia;18.83;Prata
14964;38;M;BR;GO;Familia;17.12;Bronze
14965;55;F;PE;AM;Casal;9.99;Prata
14966;72;F;AR;BA;Casal;11.63;Bronze
14967;32;M;AR;MG;Familia;48.95;Bronze
14968;30;M;BR;MS;Sozinho;26.22;Bronze
14969;56;M;AR;SP;Casal;6.82;Bronze
14970;21;M;BR;SC;Familia;43.76;Ouro
14971;54;M;BR;PI;Familia;39.99;Prata
14972;62;M;BR;AC;Casal;15.56;Bronze
14973;69;F;CL;AM;Casal;9.11;Ouro
14974;61;M;BR;AL;Casal;13.72;Bronze
14975;70;F;BR;BA;Amigos;20.86;Bronze
14976;66;M;BR;AL;Familia;30.48;Bronze
14977;20;F;BR;RO;Familia;7.34;Bronze
14978;46;M;AR;CE;Familia;23.89;Prata
14979;41;F;CL;PB;Casal;17.26;Bronze
14980;42;M;BR;SP;Sozinho;19.32;Prata
14981;53;M;US;RJ;Familia;32.72;Prata
14982;20;F;PT;MS;Amigos;4.44;Bronze
14983;39;M;BR;SP;Familia;19.52;Bronze
14984;38;M;BR;PR;Sozinho;15.34;Ouro
14985;44;F;BR;PE;Casal;78.89;Bronze
14986;41;F;BR;RN;Amigos;24.47;Ouro
14987;54;F;BR;SP;Casal;16.77;Bronze
14988;77;M;BR;AM;Casal;26.94;Prata
14989;57;M;BR;BA;Familia;22.07;Prata
14990;27;F;PT;RS;Casal;38.04;Ouro
14991;20;M;BR;SC;Casal;9.29;Bronze
14992;40;M;US;AL;Casal;101.75;Bronze
14993;73;M;BR;TO;Familia;7.73;Ouro
14994;27;F;BR;PR;Familia;15.96;Ouro
14995;66;F;BR;TO;Casal;42.73;Bronze
14996;52;M;BR;RN;Sozinho;11.38;Prata
14997;29;F;BR;MS;Sozinho;5.36;Bronze
14998;53;M;BR;AP;Sozinho;36.5;Ouro
14999;64;M;BR;DF;Casal;13.41;Prata
15000;22;M;BR;GO;Sozinho;23.88;Bronze
15001;65;M;BR;PR;Sozinho;11.55;Bronze
15002;36;F;US;TO;Casal;23.55;Bronze
15003;23;F;BR;ES;Casal;32.17;Bronze
15004;60;M;US;DF;Amigos;22.97;Prata
15005;74;F;AR;SC;Familia;34.32;Bronze
15006;35;F;BR;MA;Familia;20.8;Prata
15007;19;F;PE;AM;Sozinho;20.74;Bronze
15008;22;F;BR;RJ;Casal;12.25;Bronze
15009;63;M;US;BA;Casal;15.12;Bronze
15010;62;M;BR;AC;Familia;42.38;Bronze
15011;57;M;BR;TO;Casal;15.82;Bronze
15012;51;F;BR;MS;Familia;8.02;Prata
15013;78;F;PT;BA;Casal;24.23;Prata
15014;28;M;BR;PA;Familia;45.66;Bronze
15015;34;F;CL;TO;Sozinho;7.32;Bronze
15016;20;F;BR;RR;Sozinho;22.91;Prata
15017;52;M;CO;PA;Casal;12.34;Prata
15018;39;F;BR;RR;Casal;26.32;Prata
15019;77;M;BR;RN;Sozinho;16.4;Bronze
15020;54;M;BR;SP;Casal;31.36;Prata
15021;33;F;BR;RJ;Familia;38.96;Bronze
15022;71;F;BR;PR;Amigos;11.18;Prata
15023;28;F;PT;CE;Sozinho;58.53;Ouro
15024;69;M;BR;MG;Amigos;19.71;Bronze
15025;55;M;US;MA;Casal;12.81;Bronze
15026;76;M;US;ES;Casal;25.08;Ouro
15027;63;F;BR;MA;Casal;23.51;Bronze
15028;60;F;BR;CE;Casal;18.39;Bronze
15029;41;M;BR;DF;Sozinho;11.19;Prata
15030;50;F;BR;MT;Casal;24.34;Bronze
15031;64;M;BR;PR;Casal;51.48;Prata
15032;65;F;BR;PR;Amigos;38.14;Prata
15033;29;M;BR;RN;Sozinho;20.24;Ouro
15034;74;F;BR;RS;Casal;16.97;Bronze
15035;57;M;BR;SC;Casal;29.95;Prata
15036;18;M;CO;MG;Amigos;17.92;Bronze
15037;21;M;BR;RO;Casal;21.22;Bronze
15038;30;F;BR;MS;Sozinho;12.22;Bronze
15039;59;F;BR;AM;Familia;17.94;Bronze
15040;57;F;BR;RS;Sozinho;41.24;Prata
15041;77;F;US;AM;Casal;21.26;Bronze
15042;53;F;US;SC;Amigos;36.95;Prata
15043;64;F;BR;SP;Casal;12.16;Prata
15044;35;F;BR;MG;Sozinho;10.58;Bronze
15045;67;M;BR;DF;Familia;28.61;Bronze
15046;79;M;BR;AP;Amigos;16.22;Bronze
15047;31;F;BR;SE;Familia;3.79;Bronze
15048;19;F;BR;PI;Casal;37.21;Ouro
15049;57;F;BR;MT;Sozinho;13.43;Bronze
15050;42;F;BR;RS;Amigos;9.91;Prata
15051;27;F;BR;DF;Sozinho;32.56;Prata
15052;36;M;BR;PA;Sozinho;33.6;Bronze
15053;31;M;BR;RO;Familia;34.85;Bronze
15054;79;M;BR;AP;Amigos;35.76;Prata
15055;60;M;BR;PI;Casal;15.2;Prata
15056;65;M;BR;RJ;Familia;30.91;Prata
15057;66;F;PE;PB;Casal;22.75;Bronze
15058;75;M;CL;RJ;Sozinho;7.23;Bronze
15059;45;M;PE;RJ;Casal;22.11;Ouro
15060;35;F;BR;MA;Amigos;45.87;Prata
15061;19;M;BR;BA;Sozinho;28.64;Bronze
15062;31;F;AR;BA;Amigos;12.99;Bronze
15063;28;M;BR;DF;Sozinho;25.32;Bronze
15064;70;F;BR;AC;Familia;69.76;Bronze
15065;60;F;BR;PI;Casal;25.74;Bronze
15066;19;F;CO;GO;Sozinho;38.22;Bronze
15067;70;F;AR;GO;Amigos;30.6;Bronze
15068;48;M;PE;BA;Sozinho;20.09;Prata
15069;53;M;BR;RR;Sozinho;23.51;Bronze
15070;44;M;BR;AL;Casal;32.88;Bronze
15071;61;M;PT;MA;Casal;11.12;Prata
15072;64;M;PT;RN;Casal;25.51;Bronze
15073;34;M;BR;ES;Familia;63.02;Bronze
15074;34;F;BR;AC;Familia;11.91;Bronze
15075;43;F;BR;SC;Sozinho;40.24;Prata
15076;25;M;BR;PA;Casal;13.72;Prata
15077;33;F;CL;SC;Familia;31.95;Prata
15078;56;F;PE;RJ;Amigos;28.44;Prata
15079;23;F;BR;PA;Sozinho;9.77;Bronze
15080;65;F;BR;SP;Sozinho;31.5;Bronze
15081;74;F;BR;PA;Sozinho;50.95;Bronze
15082;35;M;BR;RJ;Amigos;47.83;Bronze
15083;27;M;BR;DF;Familia;31.8;Bronze
15084;53;F;BR;RO;Amigos;25.55;Bronze
15085;59;F;US;AP;Amigos;59.36;Bronze
15086;51;M;BR;RN;Casal;12.01;Bronze
15087;72;M;BR;RJ;Amigos;37.22;Prata
15088;77;F;PT;MA;Familia;13.84;Prata
15089;64;F;BR;MT;Casal;19.13;Bronze
15090;47;M;BR;AP;Casal;19.18;Prata
15091;45;F;BR;ES;Casal;16.72;Ouro
15092;33;M;BR;RO;Familia;20.69;Bronze
15093;33;F;BR;RS;Sozinho;43.4;Bronze
15094;47;M;CO;AL;Casal;44.68;Bronze
15095;38;F;BR;MT;Sozinho;29.78;Bronze
15096;74;F;BR;MS;Familia;16.34;Bronze
15097;36;M;BR;PB;Amigos;5.15;Prata
15098;18;F;AR;SC;Sozinho;31.24;Prata
15099;29;F;BR;RJ;Casal;18.62;Prata
15100;44;M;BR;SP;Sozinho;10.75;Bronze
15101;78;F;BR;AL;Amigos;28.02;Prata
15102;74;F;BR;PR;Casal;73.0;Bronze
15103;34;F;BR;GO;Casal;17.64;Bronze
15104;53;F;BR;PI;Sozinho;8.32;Prata
15105;42;F;BR;SP;Sozinho;20.51;Prata
15106;57;M;PE;RJ;Casal;26.93;Bronze
15107;70;M;BR;RN;Sozinho;10.54;Bronze
15108;46;M;BR;AM;Casal;25.63;Bronze
15109;22;F;BR;MA;Familia;10.87;Prata
15110;23;F;AR;PA;Sozinho;10.06;Bronze
15111;33;M;BR;TO;Sozinho;30.33;Bronze
15112;57;M;AR;AM;Sozinho;14.03;Ouro
15113;24;M;BR;DF;Familia;39.55;Bronze
15114;22;M;BR;MS;Casal;6.73;Bronze
15115;53;M;BR;MT;Familia;26.18;Bronze
15116;78;M;US;SC;Casal;19.2;Prata
15117;30;F;BR;RN;Casal;97.81;Bronze
15118;63;M;US;CE;Casal;22.97;Bronze
15119;45;F;BR;PB;Casal;26.19;Prata
15120;78;M;PE;MA;Familia;25.9;Bronze
15121;29;M;BR;AP;Casal;20.1;Bronze
15122;56;F;BR;DF;Casal;45.79;Bronze
15123;52;M;PE;PB;Familia;10.44;Bronze
15124;18;M;BR;PI;Casal;22.56;Bronze
15125;54;M;PT;MS;Casal;29.89;Bronze
15126;32;F;BR;SC;Familia;11.01;Bronze
15127;19;M;CL;MG;Casal;20.35;Bronze
15128;66;M;BR;AM;Casal;8.68;Prata
15129;79;M;BR;GO;Sozinho;37.55;Ouro
15130;59;M;BR;AP;Sozinho;24.25;Bronze
15131;57;F;BR;PI;Casal;8.15;Bronze
15132;37;M;BR;PE;Amigos;34.81;Prata
15133;74;F;BR;ES;Casal;30.66;Bronze
15134;41;M;BR;PB;Casal;44.96;Bronze
15135;78;F;BR;DF;Casal;53.87;Prata
15136;34;M;US;DF;Casal;17.68;Prata
15137;41;M;CO;RR;Casal;16.49;Prata
15138;77;F;BR;AM;Amigos;35.45;Bronze
15139;64;M;BR;SE;Casal;10.42;Bronze
15140;63;F;BR;PA;Familia;33.84;Bronze
15141;54;F;BR;PE;Casal;15.37;Bronze
15142;74;M;AR;MS;Amigos;16.6;Bronze
15143;71;F;BR;SC;Amigos;55.33;Prata
15144;35;M;BR;RJ;Sozinho;15.24;Bronze
15145;50;F;CL;ES;Familia;6.83;Bronze
15146;42;M;BR;DF;Familia;75.64;Bronze
15147;61;M;BR;TO;Sozinho;34.02;Ouro
15148;24;F;PE;SP;Sozinho;9.04;Bronze
15149;35;F;BR;SC;Casal;19.43;Bronze
15150;71;M;BR;RS;Casal;79.2;Bronze
15151;36;F;BR;SC;Casal;45.98;Prata
15152;57;M;PT;AM;Familia;43.79;Bronze
15153;54;M;BR;BA;Familia;41.22;Bronze
15154;61;F;BR;PB;Casal;31.05;Bronze
15155;79;F;BR;BA;Casal;19.76;Prata
15156;20;F;BR;DF;Familia;27.21;Ouro
15157;53;F;AR;DF;Amigos;17.38;Prata
15158;63;M;BR;SP;Familia;51.79;Bronze
15159;53;F;BR;PB;Familia;33.54;Ouro
15160;62;F;BR;GO;Casal;21.72;Bronze
15161;37;F;BR;AC;Familia;6.72;Bronze
15162;47;F;BR;MS;Casal;27.01;Bronze
15163;62;M;BR;RJ;Casal;11.61;Prata
15164;22;F;BR;MT;Casal;54.15;Ouro
15165;37;F;BR;BA;Casal;20.24;Prata
15166;68;F;BR;RN;Casal;36.83;Bronze
15167;42;F;BR;RN;Casal;11.49;Bronze
15168;69;M;BR;SC;Casal;11.58;Ouro
15169;43;F;BR;SE;Amigos;20.4;Bronze
15170;65;M;CL;AC;Casal;116.06;Bronze
15171;65;F;BR;MG;Casal;22.52;Bronze
15172;27;M;BR;MG;Casal;20.8;Bronze
15173;44;F;AR;RO;Familia;24.52;Prata
15174;74;M;PT;MT;Casal;24.14;Bronze
15175;47;M;BR;MS;Amigos;33.12;Ouro
15176;41;F;BR;RO;Familia;39.64;Prata
15177;60;M;BR;MS;Casal;37.06;Bronze
15178;58;F;BR;SP;Familia;9.18;Bronze
15179;47;F;BR;AM;Sozinho;27.76;Bronze
15180;66;M;BR;AP;Familia;16.86;Prata
15181;20;F;BR;AL;Casal;28.64;Bronze
15182;39;M;BR;MS;Amigos;23.87;Bronze
15183;18;M;BR;RJ;Sozinho;6.65;Bronze
15184;31;F;BR;RN;Casal;12.44;Prata
15185;38;F;BR;SE;Casal;35.41;Prata
15186;73;M;BR;AM;Sozinho;18.77;Prata
15187;43;F;PT;PA;Sozinho;31.96;Bronze
15188;70;F;BR;PI;Familia;13.98;Bronze
15189;54;M;PE;ES;Sozinho;20.31;Bronze
15190;75;F;PE;BA;Familia;11.87;Bronze
15191;25;M;BR;PE;Casal;17.21;Bronze
15192;45;F;CO;RO;Familia;22.76;Prata
15193;53;M;AR;PB;Sozinho;48.71;Prata
15194;38;M;BR;ES;Casal;13.59;Bronze
15195;37;M;BR;PI;Casal;57.14;Bronze
15196;57;F;BR;PR;Sozinho;18.85;Prata
15197;70;F;BR;PR;Familia;13.18;Bronze
15198;44;F;BR;AL;Amigos;13.25;Ouro
15199;22;F;BR;MT;Familia;41.13;Bronze
15200;30;M;BR;CE;Familia;35.95;Prata
15201;77;M;PE;TO;Sozinho;23.52;Bronze
15202;25;M;BR;SE;Amigos;18.44;Bronze
15203;34;M;BR;PA;Familia;22.55;Prata
15204;63;F;CL;RR;Casal;26.95;Bronze
15205;38;F;CL;MG;Sozinho;23.75;Bronze
15206;71;M;BR;SE;Casal;15.09;Prata
15207;29;F;PE;MT;Casal;38.36;Bronze
15208;54;M;AR;AM;Casal;124.01;Bronze
15209;70;F;BR;RN;Amigos;11.58;Ouro
15210;69;F;BR;TO;Familia;32.37;Bronze
15211;31;F;BR;MT;Casal;12.17;Prata
15212;35;F;BR;PE;Sozinho;36.29;Ouro
15213;64;F;CL;MS;Casal;28.52;Bronze
15214;57;F;BR;AL;Sozinho;38.93;Bronze
15215;69;F;AR;RN;Sozinho;5.91;Bronze
15216;34;M;BR;SP;Sozinho;15.55;Ouro
15217;43;F;BR;SE;Sozinho;46.7;Bronze
15218;43;M;BR;PB;Casal;18.42;Prata
15219;35;F;AR;RJ;Familia;24.2;Bronze
15220;29;F;US;ES;Familia;40.73;Bronze
15221;53;M;PE;PB;Sozinho;8.86;Bronze
15222;69;M;PT;SC;Familia;12.69;Bronze
15223;29;F;BR;TO;Sozinho;22.99;Bronze
15224;65;F;BR;RO;Sozinho;60.33;Bronze
15225;40;M;BR;RN;Familia;25.39;Ouro
15226;20;F;BR;GO;Sozinho;28.47;Bronze
15227;50;M;BR;MA;Familia;29.44;Bronze
15228;29;F;US;BA;Sozinho;22.64;Bronze
15229;31;F;BR;AM;Sozinho;39.13;Prata
15230;29;M;BR;RR;Casal;9.97;Prata
15231;68;M;BR;MA;Familia;74.5;Prata
15232;73;M;US;SC;Casal;18.6;Bronze
15233;22;F;BR;ES;Sozinho;21.92;Bronze
15234;73;M;CL;DF;Familia;10.3;Bronze
15235;46;M;BR;AM;Familia;18.65;Prata
15236;48;F;BR;RR;Sozinho;21.11;Prata
15237;76;M;BR;RN;Sozinho;24.25;Ouro
15238;18;F;BR;MS;Casal;13.84;Prata
15239;41;M;BR;AM;Casal;61.87;Bronze
15240;71;M;BR;AP;Amigos;16.5;Bronze
15241;21;F;BR;MS;Casal;14.4;Ouro
15242;58;M;BR;TO;Sozinho;11.54;Prata
15243;31;M;BR;MS;Familia;116.78;Bronze
15244;26;M;BR;SP;Casal;21.33;Prata
15245;62;M;BR;BA;Familia;19.06;Bronze
15246;19;F;BR;BA;Amigos;19.04;Bronze
15247;70;M;AR;RN;Sozinho;52.93;Prata
15248;22;F;AR;MG;Familia;35.51;Bronze
15249;51;F;PE;RJ;Sozinho;72.22;Prata
15250;32;M;BR;CE;Familia;38.74;Prata
15251;30;F;BR;CE;Familia;37.58;Prata
15252;45;M;BR;PA;Familia;38.84;Bronze
15253;74;F;BR;PE;Familia;12.09;Prata
15254;62;F;BR;AC;Amigos;12.19;Prata
15255;28;M;BR;MT;Sozinho;21.61;Prata
15256;24;F;CO;AC;Amigos;11.26;Bronze
15257;51;F;PE;PI;Sozinho;87.08;Prata
15258;32;F;BR;DF;Sozinho;29.16;Bronze
15259;52;F;BR;SE;Sozinho;36.04;Bronze
15260;32;M;BR;RR;Casal;12.27;Prata
15261;75;F;BR;TO;Casal;28.59;Prata
15262;34;F;CO;SC;Casal;18.82;Bronze
15263;74;F;US;PE;Familia;22.25;Prata
15264;43;M;BR;PE;Amigos;27.66;Prata
15265;35;F;CL;MT;Familia;10.85;Bronze
15266;49;F;BR;PI;Sozinho;11.18;Bronze
15267;60;F;BR;MT;Amigos;29.03;Bronze
15268;42;M;BR;PI;Casal;38.68;Prata
15269;77;F;BR;ES;Amigos;22.64;Bronze
15270;19;M;BR;AL;Casal;85.54;Bronze
15271;53;F;BR;AM;Familia;12.04;Bronze
15272;50;F;BR;MT;Familia;42.43;Bronze
15273;56;M;BR;PB;Casal;17.52;Bronze
15274;52;M;BR;RJ;Familia;14.16;Bronze
15275;31;M;BR;AM;Familia;10.56;Bronze
15276;29;F;BR;DF;Casal;15.29;Bronze
15277;28;M;BR;DF;Familia;28.99;Bronze
15278;39;F;BR;AP;Casal;11.17;Bronze
15279;20;M;BR;MS;Sozinho;30.81;Prata
15280;28;M;BR;AM;Amigos;36.53;Bronze
15281;75;F;AR;PR;Sozinho;73.73;Prata
15282;61;M;BR;RN;Casal;24.64;Prata
15283;33;M;CL;PB;Casal;12.01;Prata
15284;43;M;BR;MS;Sozinho;23.29;Prata
15285;51;F;AR;AC;Amigos;7.1;Bronze
15286;71;M;BR;PI;Casal;15.34;Prata
15287;59;F;BR;RO;Amigos;44.15;Bronze
15288;26;M;BR;PR;Casal;16.7;Bronze
15289;63;M;BR;MG;Familia;21.52;Bronze
15290;57;F;BR;SP;Familia;41.01;Prata
15291;21;F;BR;SC;Sozinho;31.1;Bronze
15292;65;F;BR;DF;Sozinho;31.34;Bronze
15293;69;M;BR;MS;Familia;20.88;Prata
15294;23;F;BR;PB;Familia;38.36;Bronze
15295;74;F;BR;MT;Familia;38.7;Bronze
15296;26;M;BR;SE;Familia;17.0;Prata
15297;75;M;BR;AM;Sozinho;26.52;Prata
15298;63;M;PE;AL;Casal;33.15;Bronze
15299;35;F;AR;AM;Casal;35.97;Bronze
15300;72;M;US;AC;Sozinho;19.96;Bronze
15301;79;F;BR;AM;Sozinho;27.54;Ouro
15302;49;F;BR;AM;Casal;8.27;Prata
15303;63;F;BR;DF;Sozinho;15.01;Bronze
15304;62;F;AR;AC;Sozinho;29.62;Bronze
15305;33;F;BR;AP;Sozinho;15.17;Bronze
15306;42;M;AR;PE;Familia;41.5;Bronze
15307;69;M;BR;RJ;Sozinho;45.12;Bronze
15308;53;M;AR;RR;Casal;9.38;Bronze
15309;33;F;BR;DF;Familia;22.31;Bronze
15310;55;F;BR;SP;Casal;17.52;Bronze
15311;36;F;BR;SP;Familia;22.47;Prata
15312;34;M;PT;PB;Familia;20.91;Bronze
15313;48;F;BR;PE;Familia;22.16;Prata
15314;53;M;AR;SP;Familia;28.44;Ouro
15315;65;M;BR;RN;Amigos;42.69;Prata
15316;65;M;BR;AP;Casal;34.33;Prata
15317;70;F;BR;SP;Casal;7.65;Bronze
15318;65;M;BR;MA;Familia;29.38;Prata
15319;33;M;BR;RN;Casal;15.41;Prata
15320;45;M;BR;MG;Sozinho;73.06;Bronze
15321;19;M;BR;MA;Casal;41.8;Bronze
15322;55;M;BR;RO;Familia;7.28;Ouro
15323;47;F;BR;RR;Familia;36.21;Prata
15324;52;M;PT;CE;Sozinho;23.92;Bronze
15325;59;M;BR;PA;Familia;20.78;Bronze
15326;45;M;BR;AC;Familia;8.97;Bronze
15327;65;M;BR;ES;Casal;15.28;Prata
15328;26;F;BR;AP;Casal;18.47;Bronze
15329;41;M;CO;PB;Familia;24.14;Prata
15330;23;F;CO;PR;Amigos;38.9;Prata
15331;36;F;BR;RS;Familia;58.5;Bronze
15332;42;M;BR;RO;Sozinho;12.33;Ouro
15333;46;M;CL;BA;Familia;7.72;Bronze
15334;41;F;BR;PR;Sozinho;43.3;Bronze
15335;66;M;US;ES;Amigos;11.64;Bronze
15336;47;F;CL;MA;Familia;18.66;Bronze
15337;56;M;BR;RO;Familia;19.71;Ouro
15338;32;M;BR;AM;Sozinho;17.16;Ouro
15339;36;F;BR;GO;Sozinho;14.29;Bronze
15340;46;F;BR;PR;Sozinho;24.17;Bronze
15341;30;F;BR;AL;Amigos;27.04;Prata
15342;45;M;BR;SE;Amigos;22.9;Bronze
15343;26;M;AR;PR;Familia;9.85;Prata
15344;25;M;BR;ES;Amigos;29.29;Bronze
15345;19;F;PT;PA;Casal;41.99;Bronze
15346;69;F;CL;SP;Casal;14.07;Bronze
15347;79;M;BR;SC;Sozinho;23.47;Bronze
15348;46;F;BR;PB;Casal;19.62;Prata
15349;44;M;AR;RO;Sozinho;20.2;Prata
15350;72;M;BR;AP;Casal;18.72;Bronze
15351;35;F;CO;BA;Sozinho;8.71;Bronze
15352;35;F;BR;CE;Sozinho;21.16;Bronze
15353;77;F;BR;PI;Sozinho;8.8;Ouro
15354;41;F;PE;PA;Casal;6.13;Prata
15355;39;F;BR;RS;Amigos;23.44;Bronze
15356;32;F;AR;AL;Casal;17.89;Bronze
15357;36;F;BR;AP;Sozinho;20.51;Ouro
15358;60;F;AR;PA;Casal;24.49;Prata
15359;28;F;BR;PA;Sozinho;33.3;Bronze
15360;19;F;BR;BA;Casal;21.69;Bronze
15361;69;F;US;TO;Familia;40.06;Bronze
15362;65;F;BR;BA;Casal;18.92;Prata
15363;57;F;BR;AC;Familia;25.25;Bronze
15364;56;M;BR;PI;Casal;17.27;Bronze
15365;25;M;BR;MA;Sozinho;42.37;Bronze
15366;25;F;BR;RJ;Sozinho;24.87;Bronze
15367;70;M;BR;RR;Casal;33.76;Bronze
15368;33;F;BR;MS;Familia;23.12;Bronze
15369;55;M;US;SP;Casal;27.57;Bronze
15370;20;F;BR;AP;Casal;11.12;Bronze
15371;45;M;BR;ES;Familia;13.37;Prata
15372;73;F;BR;PE;Familia;22.82;Ouro
15373;76;F;PE;SC;Sozinho;11.25;Bronze
15374;69;F;BR;RJ;Familia;60.53;Bronze
15375;36;F;BR;TO;Amigos;16.03;Prata
15376;43;F;BR;DF;Casal;31.56;Prata
15377;22;M;CO;MA;Casal;52.25;Prata
15378;34;M;BR;AM;Casal;40.64;Bronze
15379;79;M;CO;AC;Familia;20.41;Prata
15380;30;M;BR;AL;Amigos;13.81;Bronze
15381;60;M;US;MG;Familia;16.93;Bronze
15382;18;F;CO;PA;Familia;17.46;Prata
15383;64;F;BR;AC;Casal;24.32;Prata
15384;19;F;BR;SC;Familia;19.09;Bronze
15385;21;M;CL;TO;Casal;22.49;Bronze
15386;52;M;BR;MT;Casal;23.66;Prata
15387;35;M;BR;MS;Casal;17.45;Bronze
15388;64;M;BR;BA;Sozinho;28.97;Bronze
15389;75;F;BR;AL;Casal;100.42;Prata
15390;74;F;BR;AM;Casal;28.56;Bronze
15391;64;F;BR;AC;Casal;18.94;Prata
15392;23;F;BR;PB;Casal;27.4;Prata
15393;30;F;PE;SE;Sozinho;16.77;Bronze
15394;69;M;PE;AL;Familia;56.52;Bronze
15395;48;M;BR;SP;Casal;34.83;Ouro
15396;71;M;BR;MS;Familia;17.16;Bronze
15397;35;M;BR;PB;Sozinho;44.76;Bronze
15398;58;F;US;RN;Sozinho;11.76;Prata
15399;32;F;BR;RO;Amigos;13.96;Bronze
15400;73;M;BR;PB;Sozinho;81.67;Bronze
15401;60;F;US;SE;Familia;59.12;Bronze
15402;46;M;PE;PR;Casal;20.0;Bronze
15403;49;M;BR;DF;Familia;17.11;Bronze
15404;34;F;US;PA;Casal;19.94;Bronze
15405;63;F;BR;PB;Sozinho;36.35;Bronze
15406;34;M;BR;PA;Casal;7.5;Bronze
15407;34;M;BR;PR;Sozinho;9.75;Ouro
15408;41;M;BR;PE;Sozinho;12.68;Ouro
15409;40;M;US;SE;Familia;41.07;Bronze
15410;70;F;AR;RO;Casal;30.68;Bronze
15411;58;M;BR;GO;Familia;19.04;Bronze
15412;73;M;BR;RR;Casal;16.34;Bronze
15413;53;M;AR;RO;Familia;34.79;Prata
15414;42;F;CO;TO;Familia;71.43;Bronze
15415;52;F;BR;PI;Casal;13.79;Bronze
15416;21;F;PE;PI;Familia;19.5;Bronze
15417;42;M;BR;RR;Familia;15.1;Ouro
15418;60;F;BR;PA;Familia;32.53;Prata
15419;45;F;BR;RS;Casal;27.02;Bronze
15420;41;F;BR;AC;Casal;17.33;Bronze
15421;35;M;CO;AM;Casal;23.07;Ouro
15422;55;F;BR;TO;Familia;44.47;Prata
15423;20;F;CL;MS;Sozinho;21.4;Bronze
15424;63;F;BR;MS;Casal;9.28;Prata
15425;74;F;BR;BA;Amigos;79.92;Prata
15426;33;F;BR;PA;Familia;7.86;Bronze
15427;43;F;BR;PE;Familia;40.64;Bronze
15428;24;F;BR;PE;Amigos;16.29;Bronze
15429;21;M;BR;RR;Casal;41.47;Bronze
15430;67;F;BR;AL;Familia;9.64;Ouro
15431;51;M;US;MA;Casal;20.04;Ouro
15432;52;F;BR;PA;Familia;31.13;Bronze
15433;46;M;BR;PR;Sozinho;12.71;Bronze
15434;36;M;BR;PI;Familia;11.08;Bronze
15435;54;M;BR;PE;Amigos;26.46;Bronze
