ID_Clima;Date;Estado;Temperatura_Media;Condicao_Climatica;Feriado_Proximo
AC_20230713;2023-07-13;AC;22.0;Sol;False
AL_20230713;2023-07-13;AL;18.6;Sol;False
AP_20230713;2023-07-13;AP;15.3;Parcialmente Nublado;False
AM_20230713;2023-07-13;AM;22.7;Sol;False
BA_20230713;2023-07-13;BA;19.3;Parcialmente Nublado;False
CE_20230713;2023-07-13;CE;25.5;Parcialmente Nublado;False
DF_20230713;2023-07-13;DF;20.6;Nublado;False
ES_20230713;2023-07-13;ES;15.2;Sol;False
GO_20230713;2023-07-13;GO;13.8;Chuva;False
MA_20230713;2023-07-13;MA;27.4;Chuva;False
MT_20230713;2023-07-13;MT;16.5;Nublado;False
MS_20230713;2023-07-13;MS;23.6;Chuva;False
MG_20230713;2023-07-13;MG;22.3;Chuva;False
PA_20230713;2023-07-13;PA;19.9;Sol;False
PB_20230713;2023-07-13;PB;21.2;Sol;False
PR_20230713;2023-07-13;PR;18.1;Sol;False
PE_20230713;2023-07-13;PE;23.5;Nublado;False
PI_20230713;2023-07-13;PI;23.0;Nublado;False
RJ_20230713;2023-07-13;RJ;16.1;Parcialmente Nublado;False
RN_20230713;2023-07-13;RN;22.4;Chuva;False
AC_20230714;2023-07-14;AC;24.5;Sol;False
AL_20230714;2023-07-14;AL;20.4;Parcialmente Nublado;False
AP_20230714;2023-07-14;AP;20.5;Nublado;False
AM_20230714;2023-07-14;AM;28.1;Sol;False
BA_20230714;2023-07-14;BA;23.4;Nublado;False
CE_20230714;2023-07-14;CE;24.5;Sol;False
DF_20230714;2023-07-14;DF;20.0;Chuva;False
ES_20230714;2023-07-14;ES;22.4;Nublado;False
GO_20230714;2023-07-14;GO;19.7;Parcialmente Nublado;False
MA_20230714;2023-07-14;MA;23.0;Nublado;False
MT_20230714;2023-07-14;MT;21.9;Sol;False
MS_20230714;2023-07-14;MS;20.4;Chuva;False
MG_20230714;2023-07-14;MG;17.5;Sol;False
PA_20230714;2023-07-14;PA;22.7;Sol;False
PB_20230714;2023-07-14;PB;21.0;Sol;False
PR_20230714;2023-07-14;PR;17.5;Parcialmente Nublado;False
PE_20230714;2023-07-14;PE;22.3;Sol;False
PI_20230714;2023-07-14;PI;19.5;Sol;False
RJ_20230714;2023-07-14;RJ;15.7;Sol;False
RN_20230714;2023-07-14;RN;22.3;Parcialmente Nublado;False
AC_20230715;2023-07-15;AC;22.6;Parcialmente Nublado;False
AL_20230715;2023-07-15;AL;15.5;Parcialmente Nublado;False
AP_20230715;2023-07-15;AP;22.4;Nublado;False
AM_20230715;2023-07-15;AM;25.9;Nublado;False
BA_20230715;2023-07-15;BA;23.9;Sol;False
CE_20230715;2023-07-15;CE;20.5;Chuva;False
DF_20230715;2023-07-15;DF;23.0;Sol;False
ES_20230715;2023-07-15;ES;18.8;Sol;False
GO_20230715;2023-07-15;GO;23.3;Sol;False
MA_20230715;2023-07-15;MA;28.0;Sol;False
MT_20230715;2023-07-15;MT;18.2;Parcialmente Nublado;False
MS_20230715;2023-07-15;MS;21.2;Chuva;False
MG_20230715;2023-07-15;MG;18.3;Tempestade;False
PA_20230715;2023-07-15;PA;21.2;Sol;False
PB_20230715;2023-07-15;PB;16.2;Nublado;False
PR_20230715;2023-07-15;PR;19.3;Sol;False
PE_20230715;2023-07-15;PE;25.0;Tempestade;False
PI_20230715;2023-07-15;PI;20.5;Sol;False
RJ_20230715;2023-07-15;RJ;17.3;Sol;False
RN_20230715;2023-07-15;RN;21.3;Sol;False
AC_20230716;2023-07-16;AC;17.7;Nublado;False
AL_20230716;2023-07-16;AL;19.0;Chuva;False
AP_20230716;2023-07-16;AP;22.6;Sol;False
AM_20230716;2023-07-16;AM;25.4;Sol;False
BA_20230716;2023-07-16;BA;21.4;Sol;False
CE_20230716;2023-07-16;CE;30.8;Nublado;False
DF_20230716;2023-07-16;DF;22.5;Parcialmente Nublado;False
ES_20230716;2023-07-16;ES;17.9;Sol;False
GO_20230716;2023-07-16;GO;16.2;Parcialmente Nublado;False
MA_20230716;2023-07-16;MA;26.9;Sol;False
MT_20230716;2023-07-16;MT;21.1;Sol;False
MS_20230716;2023-07-16;MS;14.2;Nublado;False
MG_20230716;2023-07-16;MG;18.3;Nublado;False
PA_20230716;2023-07-16;PA;21.0;Sol;False
PB_20230716;2023-07-16;PB;21.7;Sol;False
PR_20230716;2023-07-16;PR;17.8;Sol;False
PE_20230716;2023-07-16;PE;18.3;Parcialmente Nublado;False
PI_20230716;2023-07-16;PI;21.1;Parcialmente Nublado;False
RJ_20230716;2023-07-16;RJ;14.2;Chuva;False
RN_20230716;2023-07-16;RN;18.2;Parcialmente Nublado;False
AC_20230717;2023-07-17;AC;19.6;Chuva;False
AL_20230717;2023-07-17;AL;21.2;Chuva;False
AP_20230717;2023-07-17;AP;25.2;Sol;False
AM_20230717;2023-07-17;AM;26.8;Sol;False
BA_20230717;2023-07-17;BA;23.0;Parcialmente Nublado;False
CE_20230717;2023-07-17;CE;27.2;Chuva;False
DF_20230717;2023-07-17;DF;19.2;Parcialmente Nublado;False
ES_20230717;2023-07-17;ES;16.9;Sol;False
GO_20230717;2023-07-17;GO;26.7;Sol;False
MA_20230717;2023-07-17;MA;24.1;Sol;False
MT_20230717;2023-07-17;MT;17.5;Sol;False
MS_20230717;2023-07-17;MS;23.4;Chuva;False
MG_20230717;2023-07-17;MG;15.8;Sol;False
PA_20230717;2023-07-17;PA;26.9;Chuva;False
PB_20230717;2023-07-17;PB;16.2;Parcialmente Nublado;False
PR_20230717;2023-07-17;PR;15.3;Parcialmente Nublado;False
PE_20230717;2023-07-17;PE;21.9;Sol;False
PI_20230717;2023-07-17;PI;20.1;Chuva;False
RJ_20230717;2023-07-17;RJ;22.1;Nublado;False
RN_20230717;2023-07-17;RN;19.2;Chuva;False
AC_20230718;2023-07-18;AC;24.2;Tempestade;False
AL_20230718;2023-07-18;AL;18.9;Sol;False
AP_20230718;2023-07-18;AP;17.0;Parcialmente Nublado;False
AM_20230718;2023-07-18;AM;20.6;Nublado;False
BA_20230718;2023-07-18;BA;16.2;Tempestade;False
CE_20230718;2023-07-18;CE;23.3;Parcialmente Nublado;False
DF_20230718;2023-07-18;DF;22.1;Chuva;False
ES_20230718;2023-07-18;ES;18.2;Sol;False
GO_20230718;2023-07-18;GO;17.0;Parcialmente Nublado;False
MA_20230718;2023-07-18;MA;24.4;Sol;False
MT_20230718;2023-07-18;MT;18.4;Parcialmente Nublado;False
MS_20230718;2023-07-18;MS;15.5;Sol;False
MG_20230718;2023-07-18;MG;20.3;Nublado;False
PA_20230718;2023-07-18;PA;18.4;Chuva;False
PB_20230718;2023-07-18;PB;21.1;Parcialmente Nublado;False
PR_20230718;2023-07-18;PR;18.7;Chuva;False
PE_20230718;2023-07-18;PE;22.4;Nublado;False
PI_20230718;2023-07-18;PI;23.8;Sol;False
RJ_20230718;2023-07-18;RJ;14.4;Nublado;False
RN_20230718;2023-07-18;RN;19.6;Chuva;False
AC_20230719;2023-07-19;AC;17.8;Parcialmente Nublado;False
AL_20230719;2023-07-19;AL;20.2;Sol;False
AP_20230719;2023-07-19;AP;17.8;Sol;False
AM_20230719;2023-07-19;AM;24.0;Parcialmente Nublado;False
BA_20230719;2023-07-19;BA;27.7;Parcialmente Nublado;False
CE_20230719;2023-07-19;CE;25.0;Parcialmente Nublado;False
DF_20230719;2023-07-19;DF;24.2;Sol;False
ES_20230719;2023-07-19;ES;23.5;Parcialmente Nublado;False
GO_20230719;2023-07-19;GO;17.3;Parcialmente Nublado;False
MA_20230719;2023-07-19;MA;25.6;Chuva;False
MT_20230719;2023-07-19;MT;22.0;Sol;False
MS_20230719;2023-07-19;MS;22.0;Nublado;False
MG_20230719;2023-07-19;MG;22.5;Parcialmente Nublado;False
PA_20230719;2023-07-19;PA;22.1;Sol;False
PB_20230719;2023-07-19;PB;18.1;Nublado;False
PR_20230719;2023-07-19;PR;18.3;Parcialmente Nublado;False
PE_20230719;2023-07-19;PE;26.6;Sol;False
PI_20230719;2023-07-19;PI;17.2;Chuva;False
RJ_20230719;2023-07-19;RJ;13.2;Sol;False
RN_20230719;2023-07-19;RN;20.6;Chuva;False
AC_20230720;2023-07-20;AC;15.9;Parcialmente Nublado;False
AL_20230720;2023-07-20;AL;20.3;Nublado;False
AP_20230720;2023-07-20;AP;19.5;Nublado;False
AM_20230720;2023-07-20;AM;23.7;Chuva;False
BA_20230720;2023-07-20;BA;28.2;Parcialmente Nublado;False
CE_20230720;2023-07-20;CE;22.6;Chuva;False
DF_20230720;2023-07-20;DF;20.0;Parcialmente Nublado;False
ES_20230720;2023-07-20;ES;19.8;Parcialmente Nublado;False
GO_20230720;2023-07-20;GO;17.3;Sol;False
MA_20230720;2023-07-20;MA;24.7;Chuva;False
MT_20230720;2023-07-20;MT;19.6;Sol;False
MS_20230720;2023-07-20;MS;21.0;Nublado;False
MG_20230720;2023-07-20;MG;24.9;Nublado;False
PA_20230720;2023-07-20;PA;24.4;Nublado;False
PB_20230720;2023-07-20;PB;22.4;Parcialmente Nublado;False
PR_20230720;2023-07-20;PR;14.8;Parcialmente Nublado;False
PE_20230720;2023-07-20;PE;23.0;Chuva;False
PI_20230720;2023-07-20;PI;22.3;Sol;False
RJ_20230720;2023-07-20;RJ;20.8;Sol;False
RN_20230720;2023-07-20;RN;18.3;Nublado;False
AC_20230721;2023-07-21;AC;17.6;Sol;False
AL_20230721;2023-07-21;AL;10.9;Nublado;False
AP_20230721;2023-07-21;AP;25.0;Tempestade;False
AM_20230721;2023-07-21;AM;22.8;Sol;False
BA_20230721;2023-07-21;BA;25.0;Sol;False
CE_20230721;2023-07-21;CE;28.4;Sol;False
DF_20230721;2023-07-21;DF;24.7;Nublado;False
ES_20230721;2023-07-21;ES;18.3;Parcialmente Nublado;False
GO_20230721;2023-07-21;GO;17.6;Parcialmente Nublado;False
MA_20230721;2023-07-21;MA;24.2;Sol;False
MT_20230721;2023-07-21;MT;24.9;Parcialmente Nublado;False
MS_20230721;2023-07-21;MS;19.7;Nublado;False
MG_20230721;2023-07-21;MG;20.3;Nublado;False
PA_20230721;2023-07-21;PA;24.7;Sol;False
PB_20230721;2023-07-21;PB;19.3;Tempestade;False
PR_20230721;2023-07-21;PR;21.0;Tempestade;False
PE_20230721;2023-07-21;PE;24.8;Chuva;False
PI_20230721;2023-07-21;PI;16.3;Sol;False
RJ_20230721;2023-07-21;RJ;22.5;Sol;False
RN_20230721;2023-07-21;RN;17.6;Chuva;False
AC_20230722;2023-07-22;AC;17.9;Parcialmente Nublado;False
AL_20230722;2023-07-22;AL;20.9;Parcialmente Nublado;False
AP_20230722;2023-07-22;AP;24.8;Nublado;False
AM_20230722;2023-07-22;AM;28.7;Nublado;False
BA_20230722;2023-07-22;BA;25.5;Nublado;False
CE_20230722;2023-07-22;CE;24.3;Nublado;False
DF_20230722;2023-07-22;DF;21.6;Sol;False
ES_20230722;2023-07-22;ES;18.0;Parcialmente Nublado;False
GO_20230722;2023-07-22;GO;26.8;Sol;False
MA_20230722;2023-07-22;MA;23.1;Nublado;False
MT_20230722;2023-07-22;MT;11.2;Parcialmente Nublado;False
MS_20230722;2023-07-22;MS;16.5;Parcialmente Nublado;False
MG_20230722;2023-07-22;MG;19.0;Parcialmente Nublado;False
PA_20230722;2023-07-22;PA;20.9;Chuva;False
PB_20230722;2023-07-22;PB;18.4;Sol;False
PR_20230722;2023-07-22;PR;20.2;Parcialmente Nublado;False
PE_20230722;2023-07-22;PE;25.0;Parcialmente Nublado;False
PI_20230722;2023-07-22;PI;19.0;Parcialmente Nublado;False
RJ_20230722;2023-07-22;RJ;19.9;Nublado;False
RN_20230722;2023-07-22;RN;22.2;Parcialmente Nublado;False
AC_20230723;2023-07-23;AC;26.5;Chuva;False
AL_20230723;2023-07-23;AL;19.2;Sol;False
AP_20230723;2023-07-23;AP;21.3;Chuva;False
AM_20230723;2023-07-23;AM;25.3;Sol;False
BA_20230723;2023-07-23;BA;20.1;Nublado;False
CE_20230723;2023-07-23;CE;18.8;Sol;False
DF_20230723;2023-07-23;DF;21.3;Parcialmente Nublado;False
ES_20230723;2023-07-23;ES;14.4;Parcialmente Nublado;False
GO_20230723;2023-07-23;GO;19.9;Sol;False
MA_20230723;2023-07-23;MA;22.8;Parcialmente Nublado;False
MT_20230723;2023-07-23;MT;16.5;Tempestade;False
MS_20230723;2023-07-23;MS;20.0;Parcialmente Nublado;False
MG_20230723;2023-07-23;MG;16.7;Sol;False
PA_20230723;2023-07-23;PA;22.0;Sol;False
PB_20230723;2023-07-23;PB;23.1;Nublado;False
PR_20230723;2023-07-23;PR;21.4;Sol;False
PE_20230723;2023-07-23;PE;26.7;Nublado;False
PI_20230723;2023-07-23;PI;17.5;Parcialmente Nublado;False
RJ_20230723;2023-07-23;RJ;16.9;Sol;False
RN_20230723;2023-07-23;RN;15.1;Chuva;False
AC_20230724;2023-07-24;AC;24.6;Nublado;False
AL_20230724;2023-07-24;AL;16.9;Sol;False
AP_20230724;2023-07-24;AP;21.2;Chuva;False
AM_20230724;2023-07-24;AM;24.4;Parcialmente Nublado;False
BA_20230724;2023-07-24;BA;30.9;Sol;False
CE_20230724;2023-07-24;CE;19.3;Sol;False
DF_20230724;2023-07-24;DF;20.7;Parcialmente Nublado;False
ES_20230724;2023-07-24;ES;20.0;Chuva;False
GO_20230724;2023-07-24;GO;20.3;Nublado;False
MA_20230724;2023-07-24;MA;19.9;Chuva;False
MT_20230724;2023-07-24;MT;20.9;Nublado;False
MS_20230724;2023-07-24;MS;19.0;Sol;False
MG_20230724;2023-07-24;MG;19.6;Sol;False
PA_20230724;2023-07-24;PA;26.8;Chuva;False
PB_20230724;2023-07-24;PB;20.7;Sol;False
PR_20230724;2023-07-24;PR;18.5;Parcialmente Nublado;False
PE_20230724;2023-07-24;PE;20.8;Nublado;False
PI_20230724;2023-07-24;PI;19.1;Sol;False
RJ_20230724;2023-07-24;RJ;20.9;Chuva;False
RN_20230724;2023-07-24;RN;17.3;Parcialmente Nublado;False
AC_20230725;2023-07-25;AC;22.3;Tempestade;False
AL_20230725;2023-07-25;AL;16.2;Sol;False
AP_20230725;2023-07-25;AP;21.1;Parcialmente Nublado;False
AM_20230725;2023-07-25;AM;24.1;Sol;False
BA_20230725;2023-07-25;BA;25.5;Chuva;False
CE_20230725;2023-07-25;CE;16.9;Sol;False
DF_20230725;2023-07-25;DF;21.3;Sol;False
ES_20230725;2023-07-25;ES;23.3;Sol;False
GO_20230725;2023-07-25;GO;19.7;Sol;False
MA_20230725;2023-07-25;MA;24.0;Parcialmente Nublado;False
MT_20230725;2023-07-25;MT;16.6;Chuva;False
MS_20230725;2023-07-25;MS;27.9;Parcialmente Nublado;False
MG_20230725;2023-07-25;MG;18.4;Parcialmente Nublado;False
PA_20230725;2023-07-25;PA;23.0;Sol;False
PB_20230725;2023-07-25;PB;19.3;Tempestade;False
PR_20230725;2023-07-25;PR;16.0;Parcialmente Nublado;False
PE_20230725;2023-07-25;PE;30.6;Sol;False
PI_20230725;2023-07-25;PI;19.2;Chuva;False
RJ_20230725;2023-07-25;RJ;20.4;Parcialmente Nublado;False
RN_20230725;2023-07-25;RN;12.8;Sol;False
AC_20230726;2023-07-26;AC;18.3;Sol;False
AL_20230726;2023-07-26;AL;22.5;Chuva;False
AP_20230726;2023-07-26;AP;20.9;Chuva;False
AM_20230726;2023-07-26;AM;23.3;Sol;False
BA_20230726;2023-07-26;BA;22.5;Nublado;False
CE_20230726;2023-07-26;CE;27.8;Sol;False
DF_20230726;2023-07-26;DF;20.3;Parcialmente Nublado;False
ES_20230726;2023-07-26;ES;19.1;Parcialmente Nublado;False
GO_20230726;2023-07-26;GO;16.9;Sol;False
MA_20230726;2023-07-26;MA;20.0;Sol;False
MT_20230726;2023-07-26;MT;23.1;Sol;False
MS_20230726;2023-07-26;MS;20.2;Sol;False
MG_20230726;2023-07-26;MG;18.1;Nublado;False
PA_20230726;2023-07-26;PA;25.6;Chuva;False
PB_20230726;2023-07-26;PB;20.5;Sol;False
PR_20230726;2023-07-26;PR;15.9;Chuva;False
PE_20230726;2023-07-26;PE;23.7;Chuva;False
PI_20230726;2023-07-26;PI;15.6;Sol;False
RJ_20230726;2023-07-26;RJ;15.3;Nublado;False
RN_20230726;2023-07-26;RN;21.8;Nublado;False
AC_20230727;2023-07-27;AC;24.0;Chuva;False
AL_20230727;2023-07-27;AL;21.4;Parcialmente Nublado;False
AP_20230727;2023-07-27;AP;15.2;Chuva;False
AM_20230727;2023-07-27;AM;22.9;Chuva;False
BA_20230727;2023-07-27;BA;25.7;Parcialmente Nublado;False
CE_20230727;2023-07-27;CE;21.2;Sol;False
DF_20230727;2023-07-27;DF;20.1;Tempestade;False
ES_20230727;2023-07-27;ES;20.6;Chuva;False
GO_20230727;2023-07-27;GO;25.8;Nublado;False
MA_20230727;2023-07-27;MA;23.9;Parcialmente Nublado;False
MT_20230727;2023-07-27;MT;16.4;Parcialmente Nublado;False
MS_20230727;2023-07-27;MS;21.2;Nublado;False
MG_20230727;2023-07-27;MG;19.8;Nublado;False
PA_20230727;2023-07-27;PA;28.5;Chuva;False
PB_20230727;2023-07-27;PB;21.7;Sol;False
PR_20230727;2023-07-27;PR;17.3;Sol;False
PE_20230727;2023-07-27;PE;24.8;Chuva;False
PI_20230727;2023-07-27;PI;18.9;Nublado;False
RJ_20230727;2023-07-27;RJ;13.7;Nublado;False
RN_20230727;2023-07-27;RN;20.7;Parcialmente Nublado;False
AC_20230728;2023-07-28;AC;17.6;Parcialmente Nublado;False
AL_20230728;2023-07-28;AL;13.5;Sol;False
AP_20230728;2023-07-28;AP;14.0;Sol;False
AM_20230728;2023-07-28;AM;25.0;Chuva;False
BA_20230728;2023-07-28;BA;26.0;Sol;False
CE_20230728;2023-07-28;CE;22.2;Sol;False
DF_20230728;2023-07-28;DF;20.8;Sol;False
ES_20230728;2023-07-28;ES;20.3;Chuva;False
GO_20230728;2023-07-28;GO;18.9;Parcialmente Nublado;False
MA_20230728;2023-07-28;MA;20.6;Nublado;False
MT_20230728;2023-07-28;MT;21.5;Sol;False
MS_20230728;2023-07-28;MS;17.7;Nublado;False
MG_20230728;2023-07-28;MG;21.1;Nublado;False
PA_20230728;2023-07-28;PA;23.9;Parcialmente Nublado;False
PB_20230728;2023-07-28;PB;18.0;Sol;False
PR_20230728;2023-07-28;PR;18.8;Sol;False
PE_20230728;2023-07-28;PE;25.1;Parcialmente Nublado;False
PI_20230728;2023-07-28;PI;17.9;Chuva;False
RJ_20230728;2023-07-28;RJ;14.6;Chuva;False
RN_20230728;2023-07-28;RN;17.0;Tempestade;False
AC_20230729;2023-07-29;AC;22.2;Chuva;False
AL_20230729;2023-07-29;AL;19.0;Chuva;False
AP_20230729;2023-07-29;AP;16.8;Sol;False
AM_20230729;2023-07-29;AM;26.0;Nublado;False
BA_20230729;2023-07-29;BA;25.8;Sol;False
CE_20230729;2023-07-29;CE;16.0;Sol;False
DF_20230729;2023-07-29;DF;15.3;Nublado;False
ES_20230729;2023-07-29;ES;20.5;Parcialmente Nublado;False
GO_20230729;2023-07-29;GO;16.1;Sol;False
MA_20230729;2023-07-29;MA;26.4;Parcialmente Nublado;False
MT_20230729;2023-07-29;MT;19.8;Tempestade;False
MS_20230729;2023-07-29;MS;20.6;Nublado;False
MG_20230729;2023-07-29;MG;19.0;Sol;False
PA_20230729;2023-07-29;PA;29.6;Sol;False
PB_20230729;2023-07-29;PB;19.2;Parcialmente Nublado;False
PR_20230729;2023-07-29;PR;16.1;Sol;False
PE_20230729;2023-07-29;PE;26.9;Nublado;False
PI_20230729;2023-07-29;PI;17.6;Sol;False
RJ_20230729;2023-07-29;RJ;14.7;Chuva;False
RN_20230729;2023-07-29;RN;20.7;Sol;False
AC_20230730;2023-07-30;AC;16.1;Parcialmente Nublado;False
AL_20230730;2023-07-30;AL;25.8;Sol;False
AP_20230730;2023-07-30;AP;26.3;Tempestade;False
AM_20230730;2023-07-30;AM;22.5;Sol;False
BA_20230730;2023-07-30;BA;22.9;Sol;False
CE_20230730;2023-07-30;CE;17.6;Sol;False
DF_20230730;2023-07-30;DF;27.8;Parcialmente Nublado;False
ES_20230730;2023-07-30;ES;17.8;Chuva;False
GO_20230730;2023-07-30;GO;19.2;Sol;False
MA_20230730;2023-07-30;MA;27.0;Sol;False
MT_20230730;2023-07-30;MT;15.3;Sol;False
MS_20230730;2023-07-30;MS;19.6;Parcialmente Nublado;False
MG_20230730;2023-07-30;MG;21.5;Parcialmente Nublado;False
PA_20230730;2023-07-30;PA;24.2;Tempestade;False
PB_20230730;2023-07-30;PB;23.8;Parcialmente Nublado;False
PR_20230730;2023-07-30;PR;20.2;Parcialmente Nublado;False
PE_20230730;2023-07-30;PE;19.9;Chuva;False
PI_20230730;2023-07-30;PI;21.9;Chuva;False
RJ_20230730;2023-07-30;RJ;17.3;Sol;False
RN_20230730;2023-07-30;RN;21.9;Sol;False
AC_20230731;2023-07-31;AC;19.0;Chuva;False
AL_20230731;2023-07-31;AL;16.5;Parcialmente Nublado;False
AP_20230731;2023-07-31;AP;20.9;Parcialmente Nublado;False
AM_20230731;2023-07-31;AM;21.8;Sol;False
BA_20230731;2023-07-31;BA;22.9;Chuva;False
CE_20230731;2023-07-31;CE;20.5;Sol;False
DF_20230731;2023-07-31;DF;23.2;Chuva;False
ES_20230731;2023-07-31;ES;23.5;Sol;False
GO_20230731;2023-07-31;GO;22.7;Sol;False
MA_20230731;2023-07-31;MA;23.5;Sol;False
MT_20230731;2023-07-31;MT;22.1;Sol;False
MS_20230731;2023-07-31;MS;19.8;Sol;False
MG_20230731;2023-07-31;MG;21.3;Parcialmente Nublado;False
PA_20230731;2023-07-31;PA;29.8;Sol;False
PB_20230731;2023-07-31;PB;19.7;Sol;False
PR_20230731;2023-07-31;PR;16.0;Tempestade;False
PE_20230731;2023-07-31;PE;27.2;Nublado;False
PI_20230731;2023-07-31;PI;21.9;Parcialmente Nublado;False
RJ_20230731;2023-07-31;RJ;24.6;Parcialmente Nublado;False
RN_20230731;2023-07-31;RN;17.3;Sol;False
AC_20230801;2023-08-01;AC;29.3;Parcialmente Nublado;False
AL_20230801;2023-08-01;AL;25.2;Sol;False
AP_20230801;2023-08-01;AP;22.0;Sol;False
AM_20230801;2023-08-01;AM;32.2;Chuva;False
BA_20230801;2023-08-01;BA;27.0;Parcialmente Nublado;False
CE_20230801;2023-08-01;CE;28.6;Chuva;False
DF_20230801;2023-08-01;DF;26.8;Sol;False
ES_20230801;2023-08-01;ES;20.4;Sol;False
GO_20230801;2023-08-01;GO;22.9;Sol;False
MA_20230801;2023-08-01;MA;28.2;Chuva;False
MT_20230801;2023-08-01;MT;21.1;Parcialmente Nublado;False
MS_20230801;2023-08-01;MS;20.4;Nublado;False
MG_20230801;2023-08-01;MG;27.5;Sol;False
PA_20230801;2023-08-01;PA;23.4;Parcialmente Nublado;False
PB_20230801;2023-08-01;PB;24.7;Sol;False
PR_20230801;2023-08-01;PR;25.8;Nublado;False
PE_20230801;2023-08-01;PE;26.7;Tempestade;False
PI_20230801;2023-08-01;PI;20.9;Sol;False
RJ_20230801;2023-08-01;RJ;25.5;Sol;False
RN_20230801;2023-08-01;RN;21.1;Sol;False
AC_20230802;2023-08-02;AC;25.7;Nublado;False
AL_20230802;2023-08-02;AL;23.8;Nublado;False
AP_20230802;2023-08-02;AP;21.7;Sol;False
AM_20230802;2023-08-02;AM;29.2;Tempestade;False
BA_20230802;2023-08-02;BA;27.9;Sol;False
CE_20230802;2023-08-02;CE;29.6;Nublado;False
DF_20230802;2023-08-02;DF;28.2;Sol;False
ES_20230802;2023-08-02;ES;24.0;Chuva;False
GO_20230802;2023-08-02;GO;24.9;Sol;False
MA_20230802;2023-08-02;MA;26.1;Parcialmente Nublado;False
MT_20230802;2023-08-02;MT;25.7;Sol;False
MS_20230802;2023-08-02;MS;25.5;Sol;False
MG_20230802;2023-08-02;MG;32.0;Sol;False
PA_20230802;2023-08-02;PA;27.7;Tempestade;False
PB_20230802;2023-08-02;PB;21.2;Parcialmente Nublado;False
PR_20230802;2023-08-02;PR;22.7;Parcialmente Nublado;False
PE_20230802;2023-08-02;PE;35.3;Chuva;False
PI_20230802;2023-08-02;PI;21.4;Nublado;False
RJ_20230802;2023-08-02;RJ;28.3;Chuva;False
RN_20230802;2023-08-02;RN;24.7;Sol;False
AC_20230803;2023-08-03;AC;20.5;Sol;False
AL_20230803;2023-08-03;AL;23.8;Chuva;False
AP_20230803;2023-08-03;AP;21.6;Sol;False
AM_20230803;2023-08-03;AM;26.6;Parcialmente Nublado;False
BA_20230803;2023-08-03;BA;26.1;Sol;False
CE_20230803;2023-08-03;CE;24.6;Parcialmente Nublado;False
DF_20230803;2023-08-03;DF;31.9;Nublado;False
ES_20230803;2023-08-03;ES;23.4;Sol;False
GO_20230803;2023-08-03;GO;24.5;Parcialmente Nublado;False
MA_20230803;2023-08-03;MA;25.1;Chuva;False
MT_20230803;2023-08-03;MT;21.8;Sol;False
MS_20230803;2023-08-03;MS;30.0;Parcialmente Nublado;False
MG_20230803;2023-08-03;MG;19.1;Sol;False
PA_20230803;2023-08-03;PA;30.2;Sol;False
PB_20230803;2023-08-03;PB;18.9;Chuva;False
PR_20230803;2023-08-03;PR;21.5;Sol;False
PE_20230803;2023-08-03;PE;27.6;Parcialmente Nublado;False
PI_20230803;2023-08-03;PI;20.8;Parcialmente Nublado;False
RJ_20230803;2023-08-03;RJ;23.6;Parcialmente Nublado;False
RN_20230803;2023-08-03;RN;20.8;Sol;False
AC_20230804;2023-08-04;AC;25.8;Parcialmente Nublado;False
AL_20230804;2023-08-04;AL;24.4;Sol;False
AP_20230804;2023-08-04;AP;23.3;Nublado;False
AM_20230804;2023-08-04;AM;24.6;Sol;False
BA_20230804;2023-08-04;BA;21.7;Chuva;False
CE_20230804;2023-08-04;CE;27.6;Nublado;False
DF_20230804;2023-08-04;DF;24.9;Chuva;False
ES_20230804;2023-08-04;ES;20.3;Sol;False
GO_20230804;2023-08-04;GO;22.5;Parcialmente Nublado;False
MA_20230804;2023-08-04;MA;34.1;Parcialmente Nublado;False
MT_20230804;2023-08-04;MT;25.0;Sol;False
MS_20230804;2023-08-04;MS;27.7;Sol;False
MG_20230804;2023-08-04;MG;22.6;Sol;False
PA_20230804;2023-08-04;PA;25.7;Sol;False
PB_20230804;2023-08-04;PB;23.6;Sol;False
PR_20230804;2023-08-04;PR;25.0;Sol;False
PE_20230804;2023-08-04;PE;27.2;Chuva;False
PI_20230804;2023-08-04;PI;27.9;Parcialmente Nublado;False
RJ_20230804;2023-08-04;RJ;27.2;Sol;False
RN_20230804;2023-08-04;RN;20.7;Sol;False
AC_20230805;2023-08-05;AC;23.8;Chuva;False
AL_20230805;2023-08-05;AL;25.3;Sol;False
AP_20230805;2023-08-05;AP;22.8;Parcialmente Nublado;False
AM_20230805;2023-08-05;AM;32.2;Sol;False
BA_20230805;2023-08-05;BA;28.9;Sol;False
CE_20230805;2023-08-05;CE;30.9;Sol;False
DF_20230805;2023-08-05;DF;27.8;Parcialmente Nublado;False
ES_20230805;2023-08-05;ES;20.5;Chuva;False
GO_20230805;2023-08-05;GO;22.5;Parcialmente Nublado;False
MA_20230805;2023-08-05;MA;25.4;Sol;False
MT_20230805;2023-08-05;MT;21.2;Sol;False
MS_20230805;2023-08-05;MS;24.9;Nublado;False
MG_20230805;2023-08-05;MG;21.3;Tempestade;False
PA_20230805;2023-08-05;PA;33.0;Chuva;False
PB_20230805;2023-08-05;PB;23.4;Nublado;False
PR_20230805;2023-08-05;PR;25.8;Sol;False
PE_20230805;2023-08-05;PE;26.3;Sol;False
PI_20230805;2023-08-05;PI;22.2;Parcialmente Nublado;False
